"","taxon","lfc_(Intercept)","lfc_antidepressant_on_offon","se_(Intercept)","se_antidepressant_on_offon","W_(Intercept)","W_antidepressant_on_offon","p_(Intercept)","p_antidepressant_on_offon","q_(Intercept)","q_antidepressant_on_offon","diff_(Intercept)","diff_antidepressant_on_offon","passed_ss_(Intercept)","passed_ss_antidepressant_on_offon","diff_robust_(Intercept)","diff_robust_antidepressant_on_offon"
"73","68125101a0cb11e3324fde7378226ba1",-0.181751441788293,0.531730015240734,0.194681947184723,0.254056521903549,-0.933581384491902,2.09295951647564,0.355732877346504,0.0422887263361593,0.515226490607394,0.116493472548665,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"74","792add25fd6668fad2a952ef3b123c8b",0.37716289514306,-0.446929630839704,0.201970398745103,0.283592140034157,1.86741669812248,-1.57595916017233,0.068669468545255,0.122364808785928,0.139246422327878,0.243243248528399,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"75","98eb701f5f4286f77b9e839055caf304",0.27900315041995,-0.34923252609412,0.135015635703501,0.199992484939999,2.06645066674093,-1.7462282455208,0.0472265270328604,0.0906754041354862,0.109445602330121,0.19759117916091,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"76","25c1653a751b87e522eb1d73426f2d0b",0.578311291320746,-0.810104753082734,0.200595772356656,0.282793097934726,2.88296849194068,-2.86465532220918,0.00592394355223,0.00622257983278792,0.0221768143237328,0.0286928969607442,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"77","fc89b71ba14dc877e9e8527e6ed60391",-0.0662241203311956,0.251343983736493,0.16491168685284,0.237474814507583,-0.401573239562404,1.05840269528231,0.689473977403111,0.29426007702262,0.81180000565205,0.447520533805235,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"78","7f6dec8c96033aba04deee885932a9a7",0.781589778058209,-1.21333704230477,0.148381844918083,0.225179320998472,5.26742189039165,-5.38831468593426,2.40876137205947e-05,1.78953609838026e-05,0.000251199400229059,0.000433046477972767,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"79","80ab11a5d085a5bcce2d24702f32bef1",0.43653300183046,-0.540007273934141,0.166476041930971,0.248309496570401,2.62219714480878,-2.17473468148665,0.0111852711578798,0.0338143354087265,0.0359307900929022,0.0968018229347857,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"80","3f9e29a1882407186ab82a472f22cf3c",-0.798645694149527,1.11670775409397,0.0927488668019438,0.19523071998564,-8.61084045215299,5.71993871751387,5.98721146975704e-09,5.86412673357767e-06,4.37066437292264e-07,0.000214040625775585,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"81","9f9df4b3b3d526b6b619dc40863ad440",0.254342041522685,-0.4094443900748,0.154551732444771,0.221510163782743,1.64567577146748,-1.84842258740047,0.109933709573325,0.0741003520776314,0.20658545335303,0.171724625449749,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"82","973fc25b140faf326d124b9e2b6c8abf",-0.12055660876985,-0.142308902547792,0.0646136038743933,0.146046944683351,-1.86580846046303,-0.974405201398336,0.0831589124278238,0.346392026553698,0.166317824855648,0.505498885621064,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"83","4517bdd009f366580e3ea16dd9dce1a7",-0.42629972871509,0.498015846522496,0.0976571175167403,0.19594621738041,-4.36527044372382,2.54159459253887,0.000147247183890891,0.0166400554042666,0.00089575370200292,0.0578440021195935,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"84","fbd1882d5055c77a88c20831b56943f3",-0.36435662881138,0.74404393850373,0.157968836980442,0.24858436965552,-2.30650953552623,2.99312438483079,0.0242301880797148,0.00388241708561258,0.0655112492525622,0.0244670380978302,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"85","484cb0f953ccaafa5a0308ae49649e41",0.398122961692475,-0.41581562687983,0.157432446403624,0.269128338430668,2.52884948933443,-1.54504586660966,0.0144560113681057,0.128285822854019,0.0430730134641517,0.243243248528399,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"86","73e5b567bf8428743df8b7f78c8ec1b0",0.143718237042589,-0.101171626735189,0.145815042128267,0.226916789611313,0.98562010437967,-0.4458534201391,0.333403446659744,0.659393903485499,0.496703094003292,0.757977226981917,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"87","df6598227bff6741eee326b1cfce64bc",0.172535037236675,-0.335424894608533,0.0691160225636573,0.148564741863235,2.4963102741881,-2.25776917458193,0.0238505847655127,0.0382878746753428,0.0655112492525622,0.107500571203847,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"88","b9abed8a2eca761efe3e1e92673141cf",-0.297773659311686,0.611862342561531,0.105961286199435,0.192089460047342,-2.81021182350722,3.18529888319085,0.0115804141192604,0.0051254285991891,0.0359732013066386,0.0249437525160536,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"89","35fdc9ee28cfc2bbde8d1a15cbb278fe",-0.126080940441183,0.404111484232798,0.152830248918145,0.233755603898622,-0.824973729570451,1.72877773834273,0.412549364170838,0.088826004133571,0.557181067212786,0.196493887931839,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"90","13fae76db728266d715f43da8b06cb88",-0.31176424614281,0.338463740332212,0.0535287672307335,0.142210815747599,-5.82423736378915,2.38001405556192,5.93243886846562e-05,0.0333070445362761,0.000495054901650272,0.0968018229347857,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"91","217e0615440425fc33232133073bbca1",-0.246865448904661,0.329201874479967,0.0642581832226146,0.155829154374596,-3.84177448729644,2.11258205052312,0.000886455515598364,0.046217400431797,0.00392189409931397,0.120495365411471,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"92","e174d720ff388a11cfdb310730da02d6",-0.360119013916799,0.0219484008099904,0.060021337262699,0.143419697785882,-5.9998498923915,0.153036166920098,0.000202536603873388,0.88174594482761,0.00115228643456712,0.913105374724729,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"93","24e658af979937b9200c49292aa8d919",-0.21822806511443,1.04033738719202,0.0975143184178817,0.176748036771018,-2.23790791603802,5.88599118947955,0.0367658440040411,9.31046770904347e-06,0.0890815182193421,0.000271865657104069,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"94","3b482af565b56c1b175737c5a08f86fb",0.64776435790098,-0.9739267626936,0.129952989155923,0.208988059966054,4.98460529541008,-4.66020289796362,7.12065269496967e-05,0.000150717495741538,0.000495054901650272,0.00157176816987604,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"95","b3879d9217bbd709b5f87450728b376c",0.135852282598592,-0.218687560043072,0.145409616906556,0.224230330470275,0.93427302463698,-0.975280906844414,0.358759485407665,0.338408339024881,0.515226490607394,0.500423196936443,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"96","699913be41bb8e0253dcbfa042984047",-0.01819949404184,0.118715256254727,0.0922730235151609,0.174452877087859,-0.197235262794329,0.680500420723578,0.844930967144879,0.501238970339291,0.907058244140826,0.630869738530486,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"97","8701bea1e2e80de700c6f7848103f86d",0.227660807070659,-0.161117070448079,0.211006873917341,0.293423601901256,1.07892602190695,-0.549093765478001,0.285416528805678,0.585204624246684,0.452943621800315,0.706114670578643,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"98","900bca7fdfd6334ecb71c7d66951a14f",0.265497761453269,-0.258609900246388,0.117688467685032,0.210142537771001,2.25593693822081,-1.23064041668804,0.029473474401078,0.225471111680457,0.0736371546915056,0.365764247837187,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"99","15de8f3c7d606dc32447b7267f7c265e",0.252083622262895,-0.0363794487402874,0.0817267648034181,0.177067747316139,3.0844683852254,-0.205454970155209,0.00435319599781972,0.83860446468572,0.016725437254781,0.906935198845297,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"100","07b64b23fa88ace003944a6bd9ee7bb7",0.0882118390206826,0.0117844258535815,0.120287017108298,0.209509558936291,0.73334463802742,0.0562476763037095,0.46598500747725,0.955317046061174,0.59678781659367,0.968585338367579,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"101","027db393f177304c52d7ec941f8abcf2",-0.146657395694432,0.469193090697232,0.0394808607005001,0.151407182588397,-3.71464535200911,3.09888264662279,0.00401049334293564,0.0112720903828952,0.0162184536971704,0.044917371874776,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"102","1a5a9a605e5854850568c0c6fbf6dc02",-0.0148182242019779,-0.0681405783667778,0.0551841658842681,0.146715113622938,-0.268523116450734,-0.464441438132276,0.791728133986886,0.648588602020183,0.860890355945041,0.757551487159574,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"103","9a5ad3e5c9abb12041ebce1cf20b2b3c",0.0880973021817329,0.0641510149517743,0.273114821408086,0.351080716449075,0.322565072549097,0.182724404805297,0.748092719008131,0.855601011044524,0.840165669039901,0.91180837673358,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"104","2bb41e138153ad02a6fa5519b33bce6b",-0.142057734088303,0.572702690642654,0.0911183855261309,0.169337939639845,-1.55904577619589,3.38201050432469,0.141299363532165,0.00447002873809307,0.245591750901145,0.0244670380978302,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"105","d4debe4c70fe5b905a42e3561015b680",-0.155743786431505,0.476832083472353,0.156147424495591,0.232136931878902,-0.997415019393436,2.05409832727995,0.32301172550762,0.044820301447996,0.496703094003292,0.120065455506509,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"106","ce7260fe3f31c7fa47ae17dc33d2b8f7",-0.0508779564390415,0.134324730867776,0.179967800215631,0.274148710713192,-0.28270588615342,0.489970317636486,0.778426409787075,0.626035536552092,0.860890355945041,0.73710635755327,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"107","d00c0229d6c816a536d76703e1657694",-0.0109563139479611,0.189647290509181,0.10906216589209,0.204847336903561,-0.10045934681695,0.92579817426899,0.920569710935462,0.361075934571951,0.960022698546982,0.511816373276746,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"108","0a07b7b208f82e574548033057612667",-0.30392156331259,0.243765632694148,0.051477202165479,0.147194286940826,-5.90400314173256,1.65608080150655,2.89509083571281e-05,0.118469892861734,0.000264177038758794,0.243243248528399,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"109","f026bc3d92e943febaa74d620be5400d",0.234846663274358,-0.137343971834077,0.152911069213844,0.255009191759767,1.53583821290222,-0.538584397237973,0.129585412573118,0.592071666545873,0.231259265711569,0.708544781276209,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"110","dc64f4ef4d4f99019072896947b19e4a",0.922597332318157,-1.65428810986106,0.127901784503809,0.193974904332283,7.21332650593848,-8.52836151952538,1.45011883144693e-06,1.51169271022907e-07,2.64646686739064e-05,1.10353567846722e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"111","52587fe587b5a2f19c6d2c4bf275d9e3",-0.170516683910934,0.35747425924551,0.0892002031869869,0.17776620123381,-1.91161766250113,2.0109236557029,0.0629318806672566,0.0509403269258357,0.131842137738232,0.126101283649461,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"112","2f2ff15fe3d7d5b9f3eaf57c0085d696",0.249219541846282,-0.206953428641318,0.162172206947838,0.2612551383229,1.53675865018253,-0.792150653839131,0.129885341016087,0.431557344929168,0.231259265711569,0.575319060089533,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"113","cd97244e66c39dce8f4676f84c858217",-0.373465425770843,0.544068905920303,0.0592580572121459,0.14904356568178,-6.30235690032536,3.65040183674842,2.73432735662144e-05,0.00293507653965008,0.000264177038758794,0.0203075134420675,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"114","f769025ae5e54c2b1c149e59018be56b",-0.133219214031008,0.249269667003812,0.0822734738685253,0.160760949256909,-1.61922437168382,1.55056105450994,0.116609444476326,0.132237475090268,0.21550606194359,0.246837059598131,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"115","2a65ea84af79ed5b12133b79a4316e73",0.011653457068592,0.14882364034721,0.0788257223755881,0.1529652747425,0.14783825276051,0.972924348991871,0.883370046301403,0.337668914694776,0.940759837809532,0.500423196936443,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"116","d0d50837ea593505e44f737833bece1d",0.821628246069269,-0.724374943523292,0.0470073084104834,0.145172094141528,17.4787341341593,-4.98976712988035,2.9695285256039e-08,0.000749366849823662,1.44517054912723e-06,0.00643573882789733,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"117","6095f2881754dad1717ec230da3fdd17",-0.0846518686669937,0.196632801102871,0.094169023954281,0.174594197740446,-0.898935394170509,1.12622758171602,0.375845957508773,0.268998031068885,0.527629901887316,0.422297984258679,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"118","20ec2008e0cde12ae9db741e1fdbf894",0.097593774967324,0.028621997627431,0.0996083188635369,0.202217255715784,0.979775344878847,0.14154082709766,0.332553735071621,0.888088789115833,0.496703094003292,0.913105374724729,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"119","504687adb582701412c2398587d62e90",-0.443145401394885,0.873034014706211,0.208130378707068,0.28320533854645,-2.1291721282965,3.08268911591517,0.0372189904889032,0.00306003627209236,0.0890815182193421,0.0203075134420675,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"120","91a87325405bbe801e6b80e84794a59c",-0.314251852461576,0.455092719809147,0.0791348607939103,0.180049174707774,-3.97109250346667,2.52760236500821,0.000696165176908152,0.0195731341899652,0.00338800386095301,0.0649472179939756,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"121","b606c96aedd0a6e01aa38924a1e6ac97",-0.44121957379834,1.06480176027136,0.14959025243545,0.224365128075396,-2.94952088531792,4.7458433911064,0.00765405701549438,0.000109457637261026,0.0279373081065545,0.00133173458667581,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"122","097138be3a15c87233cb01e6ee6a4da4",0.246353943798812,-0.179839368014452,0.143967782404624,0.2224240774819,1.71117412301614,-0.808542717364252,0.0944260738260718,0.423334651296611,0.181397457613243,0.572285732308382,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"123","99d3a570385395e7b7bbc7730e1e2241",0.14042403782842,-0.0903117402433876,0.142808066318773,0.230187613178048,0.983306065603943,-0.392339704975924,0.331367371609393,0.696890079333598,0.496703094003292,0.770802663505343,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"124","cee9524606a8ab5eadbae08cbd21e830",-0.161434349754585,0.0983013581714443,0.0622124930855548,0.152906214624888,-2.59488636040643,0.64288661132969,0.0267249613490135,0.53475986428887,0.0703100652627355,0.661652035476059,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"125","42f2c85e07acb225914a6f74539a7493",0.196092913552044,-0.265596966365672,0.0761597454109974,0.165082210899902,2.57475799707345,-1.60887696450054,0.0203570853207078,0.127193971352516,0.0571564318619873,0.243243248528399,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"126","d00543d8297858e5fa92233bead584fb",-0.0978459632215656,0.366790227248364,0.177051213502508,0.27617048556046,-0.552642149612712,1.32812971126875,0.582596264259089,0.189250322829948,0.727000466511342,0.314450924497933,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"127","2440362c889061ed1e3336b6294559b9",0.328319313641223,-0.344119012221281,0.146380913947341,0.243846595349411,2.24291066907351,-1.4112110596754,0.0285464975047593,0.163262562704793,0.0731190988718395,0.283765882796425,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"128","3a8cde26979f03989e6a8daa6b6afe3f",-0.215845785516983,0.515007991913366,0.175762444538163,0.259570764801894,-1.22805407084627,1.98407548826396,0.22378824978608,0.0514086271739855,0.363034271875196,0.126101283649461,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"129","4499b0901e611126af0d04752c158976",0.387797258409005,-0.202064539874341,0.12177112373714,0.18351117940345,3.18464054947969,-1.10110207198931,0.00785325442817772,0.292448778436029,0.0279652474759499,0.447520533805235,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"130","6f6bb5719a47837bec3b21f081649fa1",0.137689299489057,-0.101521673173371,0.0769266404205934,0.155522347127112,1.78987797642334,-0.652778684534609,0.0872487562455866,0.520662629209472,0.171616072166934,0.649715759526349,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"131","624bf43afb17a855a6d5c7b51078d497",0.0780066537875884,-0.0439721237653766,0.211778275698011,0.272750474933755,0.36834115081201,-0.161217404941482,0.714717993865357,0.87279926464479,0.828165294478906,0.913105374724729,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"132","51aa2158188e220896f9ae6799b3799f",-0.53971557444403,0.813923951869436,0.0768621575294083,0.187004121911149,-7.0218634473997,4.35243856419461,8.36036100181554e-08,0.00014381561139669,3.05153176566267e-06,0.00157176816987604,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"133","70ac971d9d8650d6d1b756a39b8709c8",-0.0618626368294304,0.288062321072781,0.126769935742991,0.216798863529204,-0.487991387444168,1.32870770807328,0.627531567570697,0.189532064080946,0.763496740544348,0.314450924497933,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"134","cfccfa9165148a389d5d226d7f97efff",-0.0923125911768458,0.259146307432444,0.0958923780316501,0.175076728519086,-0.962668702890831,1.48018705640935,0.34780667076145,0.155214962691448,0.512927009405775,0.273028729553632,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"135","250ae434718610d409882ad11002f97d",0.175236128535154,-0.270087208671058,0.0727660905535392,0.154598722020349,2.40821139629894,-1.74702096590105,0.0269682442103643,0.0976737862968989,0.0703100652627355,0.209711364696283,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"136","9b240322f8821ffba1a5f8bb330b0939",0.156218606203708,-0.5116043399405,0.0516124956303363,0.140392084883583,3.02675939800686,-3.64411099361289,0.00849669515635487,0.00239862333608619,0.0295361307816146,0.0175099503534292,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"137","45c8d14eb00ef2e9f7e2c5dd9f9e58bc",0.124473845904841,-0.03382667656069,0.126520383485088,0.217377638937122,0.98382444374674,-0.155612494118931,0.329938729434484,0.876965025362624,0.496703094003292,0.913105374724729,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"138","7b73f487be48db4355bd16e9c7fcd104",-0.169122727137492,0.322746535904435,0.124187562413257,0.218679889066969,-1.36183305196623,1.4758857674635,0.17947914036342,0.146372246740912,0.308281817565404,0.263831457088558,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"139","d062c370afa965a780cca734ce7f438f",0.108627735282777,0.0434498093005092,0.132763444417621,0.225779736875062,0.818205160006827,0.192443351657163,0.41597764606982,0.847944322517733,0.557181067212786,0.910293169761684,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"140","ad6578b29eaa8bbabaa2b32058cf16b9",-0.168888366703796,0.465319011732149,0.103600928130615,0.18882981427428,-1.63018198534737,2.46422427263663,0.110367570969427,0.0178051104927522,0.20658545335303,0.0604545612079494,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"141","34b8adfd383e67b3a25385389ecc77de",0.0384133473889663,0.0886760957444014,0.0916472600997915,0.164874810630767,0.419143434807973,0.537838954326317,0.680684402996565,0.598090519951718,0.807966852337386,0.709928584658136,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"142","feb2e37114daa6d2f4387811e83850ba",-0.0505167264320614,0.266863664092555,0.149450385017554,0.229973229909072,-0.338016703176294,1.16041186271145,0.736685881043124,0.251081594962173,0.83952471253224,0.398455574613884,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"143","14e5bc76eb89c574b800654364a9a6d2",0.0504072852314745,0.116339611121253,0.187715791239213,0.283532757966661,0.268529807208594,0.410321586668065,0.789081343919603,0.682823260780445,0.860890355945041,0.761009130335458,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"144","37bcb14fa58242d26a64d6e6f3c67665",0.0494751121477984,-0.119727267408611,0.0619387955159301,0.167703009300543,0.798774205014591,-0.713924382800109,0.434834984192264,0.484429339990286,0.57714461538246,0.615014640335494,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"145","d5cbbc9a01e17da0efbca098fa6736f9",-0.244115534833369,0.561575078136515,0.202223406038129,0.281545442185016,-1.20715766594962,1.9946161222794,0.231814099301528,0.0503475216276304,0.371921521956298,0.126101283649461,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"146","0d3b0b9d68763805793f9266323bf863",-0.431145765315261,0.656234188521557,0.101597199181104,0.19255630246868,-4.24367766818762,3.40801199497636,0.000217934680755601,0.00200073922539301,0.0011784616070488,0.0153741014161778,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
